ChartSource,Season,Japanese Title,Romaji Title,English Title,Additional Titles,Medium,Continuing,Summary,Tags,StartDate,Episodes,Images,Studios,Amazon,Amazon Instant Video Us,Anidb,Anilist,Anime-Planet,Anisearch,Comic Festa Anime Zone,Crunchyroll,Funimation,Hulu,Kitsu,Mal,Mal2,Netflix,Official Site,Official Site2,Preview,Twitter,Twitter2,Website,Youtube,Youtube2
Livechart (2923),Spring-2018,BATMAN NINJA,Batman Ninja,,,,False,"(From Livechart)
Batman Ninja takes a journey across the ages as Gorilla Grodd's time displacement machine transports many of Batman's worst enemies to feudal Japan - along with the Dark Knight and a few of his allies. The villains take over the forms of the feudal lords that rule the divided land, with the Joker taking the lead among the warring factions. As his traditional high-tech weaponry is exhausted almost immediately, Batman must rely on his intellect and his allies - including Catwoman and the extended Bat-family - to restore order to the land, and return to present-day Gotham City.
(Source: Warner Bros.)","Action, Martial Arts",24/04/2018 00:00 +0900,0,https://u.livechart.me/anime/poster_images/2923/5323f64e8f6f3fbc0c5d269a9e8b5337:small.jpg,Kamikaze Douga,,,http://anidb.net/a13475,,http://www.anime-planet.com/anime/batman-ninja,https://www.anisearch.com/anime/12885,,,,,https://kitsu.io/anime/13911,https://myanimelist.net/anime/36517,,,,,https://www.youtube.com/watch?v=08dHXfIprYE,https://twitter.com/batmanninja2018,,http://wwws.warnerbros.co.jp/batman-ninja/,,
Livechart (2934),Spring-2018,僕の彼女がマジメ過ぎるしょびっちな件 OAD,Boku no Kanojo ga Majimesugiru Sho-bitch na Ken OVA,My Girlfriend is Shobitch OVA,"Moshi Akiho to Shinozaki ga S*x Shinai to Derenai Heya ni Tojikomeraretara, What If Akiho and Shinozaki are Stuck in a Room Where They Can't Get Out Unless They Have S*x, Hateru Made Owaranai OU-sama Game, A King's Game That Won't End Until They Reach the",,False,"(From Livechart)
The sixth manga volume will have a limited edition that will bundle a Blu-ray Disc with two anime episodes.
(Source: Anime News Network)","Comedy, Romance, School",26/03/2018 00:00 +0900,2,https://u.livechart.me/anime/poster_images/2934/50b552f4c1e24e0a767056a96a121481.png:small.jpg,Diomedéa,,,http://anidb.net/a13515,,http://www.anime-planet.com/anime/my-girlfriend-is-shobitch-ova,https://www.anisearch.com/anime/12916,,,,,https://kitsu.io/anime/40570,https://myanimelist.net/anime/36560,,,,,,https://twitter.com/shobicchi_anime,,http://majimesugiru-anime.jp,,
Livechart (2972),Spring-2018,3D彼女 リアルガール,3D Kanojo: Real Girl,,"3D Girlfriend, 3D Kanojo, Three D Kanojo Real Girl",,False,"(From Livechart)
High school senior Hikari Tsutsui is the quintessential ""2D otaku"" obsessed with the two-dimensional worlds that unfold in his gadgets and books. A bizarre incident leads him into a romantic relationship with the gorgeous Iroha Igarashi and his days of being wrapped around the finger of his carefree girlfriend begin. Join Hikari as he tumbles through the rough waves that beat the otaku out of him. This is sure to be THE comedy program of 2018 that you won't want to miss!","Josei, Romance, School",04/04/2018 01:59 +0900,12,https://u.livechart.me/anime/poster_images/2972/3b3d17a4d56af675a05a8aca310e270a:small.jpg,Hoods Entertainment,,,http://anidb.net/a13581,,,https://www.anisearch.com/anime/13008,,,,,https://kitsu.io/anime/14276,https://myanimelist.net/anime/36793,,,,,https://www.dailymotion.com/video/x6fsspt,https://twitter.com/3Dkanojo_anime,,http://www.3dkanojo-anime.com,,
Livechart (2977),Spring-2018,Caligula -カリギュラ-,Caligula,,Caligula Effect,,False,"(From Livechart)
In the original game's story, a virtual idol known as μ performs user-inputted songs and gains self-awareness through exposure to users' bitter feelings and dissatisfaction toward reality. Wanting to save humanity — which she believes is continuously suffering — she lures people to a virtual reality world called Mobius with her songs. She then imprisons them in Mobius, thinking they will be free from the suffering of reality and that all their wishes will come true. The game follows the nine members of the ""Going Home Club,"" a club that was formed because the characters want to escape from Mobius and go home. The game's title refers to the ""Caligula Effect,"" which is a pattern of behavior where one wants to see or do something more if it is denied to them.
(Source: Anime News Network)","Action, Sci-Fi",08/04/2018 22:30 +0900,0,https://u.livechart.me/anime/poster_images/2977/c1ab5a0731489aa8e5a80ca469137f8d:small.jpg,Satelight,,,http://anidb.net/a13592,,http://www.anime-planet.com/anime/caligula,https://www.anisearch.com/anime/13031,,,,,https://kitsu.io/anime/14019,https://myanimelist.net/anime/36828,,,,,https://www.youtube.com/watch?v=3MKbRIL-Wbg,https://twitter.com/Caligula_Anime,,http://caligula-anime.com,,
Livechart (2821),Spring-2018,A.I.C.O. -Incarnation-,A.I.C.O. Incarnation,,,,False,"(From Livechart)
Set in the near future in Japan, year 2035. A major incident was known as ""Burst"" which was caused by researching artificial life. A certain AI called ""Matter"" has eroded the Kurobe Gorge. Entering the research city, which has been called as humanity's last hope, has been prohibited by the government. Two years later, Aiko Tachibana, a 15-year-old girl who lost her family from the incident, was told by a transfer student named Yuuya Kanzaki the truth that Aiko didn't know regarding a secret hidden within her body. The key to solve the mystery is said to be in the Primary Point, the center of Burst. When a boy and a girl, who bears the future of humanity, meet, what will be the new truth?
(Source: MAL News)","Action, Sci-Fi",09/03/2018 16:00 +0900,12,https://u.livechart.me/anime/poster_images/2821/94f194ca0f02f15f4086ebd4428bf89f:small.jpg,Bones,,,http://anidb.net/a13346,,http://www.anime-planet.com/anime/aico-incarnation,https://www.anisearch.com/anime/12697,,,,,https://kitsu.io/anime/13696,https://myanimelist.net/anime/36039,,https://www.netflix.com/title/80161848,,,https://www.youtube.com/watch?v=ct-Kaq-QuNc,https://twitter.com/Project_AICO,,http://project-aico.com,,
Livechart (2485),Spring-2018,UQ HOLDER!,UQ Holder! OVA,,"Setsuna de Eien no First Kiss, Eternal First Kiss in a Moment, Karin-Senpai no Ienai Himitsu ♡, Karin Senpai's Secret That Can't Be Spoken",,False,"(From Livechart)
OADs bundled with the 14th, 16th and 17th volumes of the manga.","Action, Fantasy, Magic, Sci-Fi, Shounen",09/03/2018 00:00 +0900,3,https://u.livechart.me/anime/poster_images/2485/6f2d489461cc08ad34875d82a2cdf245.png:small.jpg,J.C.Staff,,,http://anidb.net/a12683,,http://www.anime-planet.com/anime/uq-holder-ova,https://www.anisearch.com/anime/12427,,,,,https://kitsu.io/anime/40612,https://myanimelist.net/anime/34604,,,,,,,,,,
Livechart (3106),Spring-2018,ゆるキャン△,Yuru Camp△ Special,Laid-Back Camp Special,"Yurukyan△, Laid-Back Camp Δ, Heya Camp Episode 0 Yuru Camp△ Episode 0, Laid-Back Camp  Episode 0",,False,"(From Livechart)
Extra episode included with the first Blu-ray/DVD volume telling a story before Nadeshiko joins the club.","Comedy, Seinen",28/03/2018 00:00 +0900,0,https://u.livechart.me/anime/poster_images/3106/ea9952470b995d922a78ec9aed337b68:small.jpg,C-Station,,,http://anidb.net/a12743,,http://www.anime-planet.com/anime/laid-back-camp-special,https://www.anisearch.com/anime/12192,,,,,https://kitsu.io/anime/41068,https://myanimelist.net/anime/37341,,,,,,https://twitter.com/yurucamp_anime,,http://yurucamp.jp,,
Livechart (2049),Spring-2018,B: The Beginning,B: The Beginning,,,,False,"(From Livechart)
The story is set in the future where scientists have tried to create the ""perfect human"" in hopes of keeping peace in the universe. After nearly achieving their goal through several children, the scientists send their ""new humans"" for further training where they are kidnapped by an evil organization set on using their powers to implement their own concept of a new world order.
(Source: Netflix)","Drama, Fantasy, Sci-Fi",02/03/2018 16:00 +0900,12,https://u.livechart.me/anime/poster_images/2049/e2a32c674db08d0b38d3fdde4535d0e0.png:small.jpg,Production I.G,,,http://anidb.net/a11950,,http://www.anime-planet.com/anime/perfect-bones,https://www.anisearch.com/anime/11328,,,,,https://kitsu.io/anime/11880,https://myanimelist.net/anime/32827,,https://www.netflix.com/title/80097594,,,https://www.youtube.com/watch?v=PLoDi3eu2UI,https://twitter.com/b_the_beginning,,http://www.b-animation.jp,,
Livechart (2491),Spring-2018,斉木楠雄のΨ難 第2期,Saiki Kusuo no Ψ-nan 2nd Season,The Disastrous Life of Saiki K. 2nd Season,"Saiki Kusuo no Psi-nan, Saiki Kusuo no Sai-nan",,False,"(From Livechart)
No synopsis has been added to this title.","Comedy, School, Shounen, Supernatural",01/04/2018 00:00 +0900,24,https://u.livechart.me/anime/poster_images/2491/6e84bec43ebd5eb5306371d9fc36eccd:small.jpg,"J.C.Staff, EGG FIRM",,,http://anidb.net/a12691,,http://www.anime-planet.com/anime/the-disastrous-life-of-saiki-k-2nd-season,https://www.anisearch.com/anime/12617,,,,,https://kitsu.io/anime/13477,https://myanimelist.net/anime/34612,,,,,https://www.dailymotion.com/video/x6bgffs,https://twitter.com/saikikusuo_PR,,http://www.saikikusuo.com,,
Livechart (2538),Spring-2018,劇場版 SERVAMP -Alice in the Garden-,Servamp Movie: Alice in the Garden,,"Gekijou Servamp, Servamp Movie, Gekijouban Servamp: Alice in the Garden",,False,"(From Livechart)
Film telling the story of Misono Alicein's past.
(Source: Anime News Network)","Action, Comedy, Shoujo, Supernatural, Vampire",07/04/2018 00:00 +0900,0,https://u.livechart.me/anime/poster_images/2538/dab41dffd2b4c7000ddbdc2969db7f12:small.jpg,Platinum Vision,,,http://anidb.net/a12797,,http://www.anime-planet.com/anime/servamp-movie-alice-in-the-garden,https://www.anisearch.com/anime/13018,,,,,,https://myanimelist.net/anime/36803,,,,,https://www.youtube.com/watch?v=Q3naqDKvIGg,https://twitter.com/anime_servamp,,http://servamp-movie.jp,,
Livechart (2055),Spring-2018,きみの声をとどけたい,Kimi no Koe wo Todoketai,,Kimikoe Project,,False,"(From Livechart)
The story depicts of the worries, conflicts, and dreams of a high school girl in Shounan. Nagisa, a girl who is a little impatient because she cannot find her future calling, wanders into a mini FM radio station that has been disused for several years. On impulse, she tries to become a DJ, and her broadcasted words by chance unexpectedly reaches people.
(Source: Anime News Network)",Drama,25/05/2018 00:00 +0900,0,https://u.livechart.me/anime/poster_images/2055/f7ac817b874a2dd2cba5590d2d9f0b14.png:small.jpg,Madhouse,,,http://anidb.net/a12093,,http://www.anime-planet.com/anime/kimi-no-koe-wo-todoketai,https://www.anisearch.com/anime/12354,,,,,https://kitsu.io/anime/13266,https://myanimelist.net/anime/33218,,,,,https://www.youtube.com/watch?v=MuZL3QPRtrQ,https://twitter.com/kimikoe_movie,,http://kimikoe.com/movie/,,
Livechart (2633),Spring-2018,GODZILLA 決戦機動増殖都市,Godzilla: Kessen Kidou Zoushoku Toshi,Godzilla: The City Mechanized for the Final Battle,Godzilla Movie 2,,False,"(From Livechart)
No synopsis has been added to this title.","Action, Adventure, Fantasy, Sci-Fi",18/05/2018 00:00 +0900,0,https://u.livechart.me/anime/poster_images/2633/34975f708a38a847aa893b816b51a7fe:small.jpg,Polygon Pictures,,,http://anidb.net/a12315,,http://www.anime-planet.com/anime/godzilla-kessen-kidou-zoushoku-toshi,https://www.anisearch.com/anime/11690,,,,,https://kitsu.io/anime/13297,https://myanimelist.net/anime/36816,,https://www.netflix.com/title/80180373,,,https://www.youtube.com/watch?v=16K-M2IzTWw,https://twitter.com/GODZILLA_ANIME,,http://godzilla-anime.com,,
Livechart (2903),Spring-2018,デジモンアドベンチャーtri.（トライ）第6章「ぼくらの未来」,Digimon Adventure tri. 6: Bokura no Mirai,Digimon Adventure tri. 6: Our Future,"Digimon Adventure tri. 6: Symbiosis, Digimon Adventure tri. 6: Union",,False,"(From Livechart)
No synopsis has been added to this title.","Action, Adventure, Comedy, Drama",05/05/2018 00:00 +0900,0,https://u.livechart.me/anime/poster_images/2903/eadf967aa8afb65c324026923de826d1.png:small.jpg,Toei Animation,,,http://anidb.net/a10764,,,https://www.anisearch.com/anime/9754,,,,,https://kitsu.io/anime/11550,https://myanimelist.net/anime/36466,,,,,https://my.mixtape.moe/qehais.mp4,https://twitter.com/Digi_advntr15th,,http://digimon-adventure.net,,
Livechart (2426),Spring-2018,異世界居酒屋~古都アイテーリアの居酒屋のぶ~,Isekai Izakaya: Koto Aitheria no Izakaya Nobu,Isekai Izakaya: Japanese Food From Another World,"Isekai Izakaya ""Nobu"", Parallel Universe Bar ""Nobu"", Otherwordly Izakaya ~Ancient Capital Aitheria Izakaya Nobu~",,False,"(From Livechart)
Imagine a bar with many weird kinds of foods and drinks that might take you to another world! The bar, so-called ""Nobu"" is located in a alley of the old city Aiteria. At the very first step, diners feels like falling into another completely country, with cold, super cool beer, so-called ""toriaezu Nama""!","Comedy, Fantasy, Seinen, Slice of Life",12/04/2018 23:00 +0900,0,https://u.livechart.me/anime/poster_images/2426/9f8d5221888ac9979f54224f942d6d1f:small.jpg,Sunrise,,,http://anidb.net/a12562,,http://www.anime-planet.com/anime/isekai-izakaya-nobu,https://www.anisearch.com/anime/12720,,http://www.crunchyroll.com/isekai-izakaya-japanese-food-from-another-world,,,https://kitsu.io/anime/13466,https://myanimelist.net/anime/34420,,,,,https://www.youtube.com/watch?v=NWjYkDKRVUY,https://twitter.com/isekaiizakaya,,https://r.gnavi.co.jp/nobu/,,
"Livechart (2455), Livechart (2455)",Spring-2018,DAYS東院学園戦！,Days: Touin Gakuen Ikusa!,,,,False,"(From Livechart)
Three-part OVA depicting the All-Japan High School Soccer Tournament's Tokyo Preliminary Round with Touin Academy.
(Source: Anime News Network)
(From Livechart)
Three-part OVA depicting the All-Japan High School Soccer Tournament's Tokyo Preliminary Round with Touin Academy.
(Source: Anime News Network)","School, Shounen, Sports",17/05/2018 00:00 +0900,3,https://u.livechart.me/anime/poster_images/2455/fb4ae160e89d4b08f91b61f19fe12863.png:small.jpg,MAPPA,,,http://anidb.net/a12621,,http://www.anime-planet.com/anime/days-2nd-season,https://www.anisearch.com/anime/12372,,,,,https://kitsu.io/anime/13785,https://myanimelist.net/anime/34513,,,,,,https://twitter.com/days_anime,,http://days-project.jp,,
Livechart (2465),Spring-2018,メアリと魔女の花,Mary to Majo no Hana,Mary and The Witch's Flower,The Little Broomstick,,False,"(From Livechart)
Mary is an ordinary young girl stuck in the country with her Great-Aunt Charlotte and seemingly no adventures or friends in sight. She follows a mysterious cat into the nearby forest, where she discovers an old broomstick and the strange Fly-by-Night flower, a rare plant that blossoms only once every seven years and only in that forest. Together the flower and the broomstick whisk Mary above the clouds, and far away to Endor College – a school of magic run by headmistress Madam Mumblechook and the brilliant Doctor Dee. But there are terrible things happening at the school, and when Mary tells a lie, she must risk her life to try to set things right.","Adventure, Fantasy, Magic",20/03/2018 00:00 +0900,0,https://u.livechart.me/anime/poster_images/2465/e617f455f1f3f4716bbd740802abd92f:small.jpg,Studio Ponoc,,,http://anidb.net/a12649,,http://www.anime-planet.com/anime/mary-to-majo-no-hana,https://www.anisearch.com/anime/12107,,,,,https://kitsu.io/anime/13061,https://myanimelist.net/anime/34541,,,,,https://www.youtube.com/watch?v=u8tsjNYEYKQ,https://twitter.com/mary_flower_jp,,http://www.maryflower.jp,,
Livechart (2860),Spring-2018,クジラの子らは砂上に学ぶ!,Kujira no Kora wa Sajou ni Manabu!,,"Whale Calves Sing on the Sand, Tales of the Whales Calves, Kujira no Kora wa Sajou ni Utau Specials, Children of the Whales Specials",,False,"(From Livechart)
Two special episodes set in a school setting. Included with the Blu-ray/DVD volumes of Kujira no Kora wa Sajou ni Utau.","Drama, Fantasy, Mystery, Sci-Fi, Shoujo",23/03/2018 00:00 +0900,2,https://u.livechart.me/anime/poster_images/2860/6cc5786318c7b53eb5427e580b86ee01.png:small.jpg,J.C.Staff,,,http://anidb.net/a12712,,http://www.anime-planet.com/anime/children-of-the-whales-specials,https://www.anisearch.com/anime/12156,,,,,https://kitsu.io/anime/14054,https://myanimelist.net/anime/37272,,,,,,https://twitter.com/kujisuna_anime,,http://kujisuna-anime.com,,
